Context,Response
"I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?","Agree with the apartment manager's viewpoint that your disability is not a physical limitation.Ask the manager if they'd accept an explanatory letter from a therapist who is licensed to diagnosis emotional disabilities.If the answer is yes, then find a therapist who's willing to cooperate with what you need from them and find out this particular therapist's terms of working with you to compose such a letter.If the manager tells you ""no"", then find out who is above this person or entity and find out how to formally introduce your request to the board or apartment owner, or whoever actually is the legal owner of the building."
"I have been diagnosed with general anxiety and depression by my family doctor. They wrote a prescription for me to have an emotional support dog, I have the paper work, and I gave it to my apartment manager. They said I can't keep the ESD because I'm not disabled. What do you suggest I do?","This is tricky because there are different types of emotional support dogs. The ones that are officially trained actually go through months of training and then are paired with someone for whom they perform specific tasks.You may benefit from looking at the blog written by Valerie Parrott, who has an emotional support dog due to severe anxiety and panic. I will warn you that her blog is very blunt, but she is honest and she has gone through this process: https://thedogintheroom.wordpress.com/2016/06/20/what-makes-a-service-dog/#more-508"
"I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?","Ouch. It's really hard to deal with a spouse that isn't taking you seriously. In this case, I would plan for and schedule a time to talk with him about this. I would tell him that you need about 30 minutes to talk to him with minimal interruptions about something that is important to you. Schedule a time, write notes if you need reminders about what you need to express, and tell him how you feel. Ideally, you would focus more on I-statements instead of telling him what he is doing wrong. For example,  I feel ignored vs You always ignore me. By focusing on how you feel, he is less likely to feel attacked and get defensive. Some people go to couples or marriage counseling for help with communication. Chances are there are things that BOTH of you do that hurts your communication. Overall, try to talk to him directly and try not to get defensive. If he continues to say, you're always sad - then stay calm, say ""okay, can you help me understand that more?"" or ""That's interesting. Tell me what you see.""  Reach out to a couples counselor for more help with communication strategies. Sometimes a 3rd party can help you both see things in a different perspective. Hope this helps!"
"I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?","This is so hard. It is hard for someone to understand what depression is without having experienced it themselves. Unfortunately people without depression sometimes mistake it as feeling sorry for ourselves or just moping around, which is not what depression is at all. Sometimes I think that it is easier for family members to see it as a choice than to admit that someone they love is hurting and they dont know what to do. If  he is willing, I wonder if there may be a depression support group in your area such as NAMI or DBSA where he could hear from from others living with depression and their families. If not, I wonder if you all might watch a documentary together such as No Kidding Me Too or Call me Crazy. If not that, ive sometimes encouraged folk to just leave some information on depression and how family can help like a pamphlet or handout on a table or around the house. We tend to get curious and read things we find on the table. Wishing you the best!"
"I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?","It can be hard for husbands to hear that their wife is unhappy.  By nature men tend to be more of the fix it type.  So if they are sad, they fix it.  If their wife is sad, they fix it.  He may feel helpless to help you and that may be why he is saying those things to you.  It's not that he doesn't care or that he doesn't take them seriously, he might just have no idea how to help.  I would start by making an appointment to talk with a therapist about your sadness.  Meeting with a therapist may help you to learn some tools and strategies that can help you to manage some of the sadness you are feeling.  A therapist can also help you to gain some understanding and insight into why you might be experiencing sadness.  Depression is not something you have to sit with, therapy can help.  Once your husband sees that you are being proactive in addressing your sadness/depression he will probably be more open to listening to you and supporting you.  He might start to have ideas and input on how you two can work together to change some of the situations or things that might be holding you bakc."
"I tried telling my husband I was depressed, and he ignored me. He said ""you're always sad or depressed."" And he picked up his phone and ignored me. I said, ""Please don't exaggerate, that isn't true."" And he said, ""Whatever babe. You just want to be sad.""
   How can I get through to him so he will take me seriously?","Oh dear.From what you write, your husband doesn't have any interest to know about you and your sad feelings.Stay clear in understanding that you already did your part by asking him to listen and care about the way you feel.In this example, he told you he doesn't care.Its up to him to open his mind and heart to you.Depending on how motivated to continue asking him to hear you, try until you feel satisfied that you've given him enough chances to know who you are.   At a certain number of tries at this, you'll either have success or not.Just don't try forever because doing so will increase your depressed feelings."
"It's not entirely true to say I enjoy being sad, but I always find a way to feel that way. I listen to sad music, read tragic stories, and, in a twisted way, like how bad it makes me feel. I focus on negative aspects of my life even if they aren't legitimate or I just make it seem negative.","It sounds like you are noticing that you are drawn towards sad and negative content and it's hard to understand why. This may sound counter-intuitive, but sometimes we do things that on the surface may look problematic (or even cause us some real problems) because it serves us in some unseen way. A simple example would be somebody who is addicted to a substance; their addiction may be causing serious problems in their life, and they may even know it, but the addiction serves them by helping them to avoid painful feelings that they anticipate having if they quit using. Now I am not saying that what you describe is an addiction, it is just a really illustrative example of the unseen benefit.One thing I would be wondering about is what is the unseen benefit of seeking out sad and negative content? I'd also be wondering what your relationship is to other feelings. These are things you may benefit from exploring with a competent therapist."
"It's not entirely true to say I enjoy being sad, but I always find a way to feel that way. I listen to sad music, read tragic stories, and, in a twisted way, like how bad it makes me feel. I focus on negative aspects of my life even if they aren't legitimate or I just make it seem negative.","I applaud your courage in asking this question to gain some deeper insight into what is happening in your life. This is one of the most common things that I personally have seen in the population of individuals who suffer from depression. It is often that I notice clients focusing on the negative to the complete dismissal of the positive when they are dealing with depression. It is inspiring that you have noticed this in yourself because many clients are not aware that this is a pattern for them, or are not yet willing to face that depression has become a pattern they cling to. Depression, if dealt with for extended periods of time, can become a way of life, an identity of sorts, that is very difficult to part from. While you desperately desire happiness, who would you be without the depression? Sometimes it is scarier to journey into the unknown (in this case, happiness), than it is to stay in the known, and the often times comfortable space of your depression. Human beings, for the most part, fear and stray away from change in general, especially a change that is so impactful. Allowing yourself to confront the possibility of change as positive with the support of a professional counselor is often extremely helpful."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Seasonal Affective Disorder (S.A.D.) is a term that reflects how many people are affected by the changing seasons, especially fall to winter.  Everyone suffers with some form of this (lessened activity levels, increased isolation, etc.) while some find that this time of year can put them into a deeper depression. If you have noticed that this happens frequently, there are some ways you can definitely help yourself going forward:1. Attend therapy to learn strategies and tools to help you to manage your mood.  It's important to stay within the therapy until you feel you have mastered these tools. 2. Push yourself to interact more with your social groups and other positive activities. It's easy to go out and spend the day outside in the summer months, when the temperature is warm and the sun shines for long periods of the day, but it seems harder to find fun ways to spend your time when the temperature drops and darkness comes on so quickly.  Perhaps winter time could become the time of year where you and your friends have weekly board game nights, complete with hot chocolate and a fire?3. You may want to consider the purchase of a S.A.D. Light.  These are lights that expose you to additional ultra violet light to increase the vitamin D in our bodies, as well as the release of growth hormone (which releases when we wake up). There are mixed reviews of these products, however, and they can be expensive."
Every winter I find myself getting sad because of the weather. How can I fight this?,"I would suggest some holistic approaches, such as getting your Vitamin D and iron levels checked. Make sure you are eating well, exercising, and getting outside when you can. Take a trip to someplace warm if possible. Use a sun lamp in the morning for 30 minutes to simulate sunlight. Seek professional health to gain coping skills and other ways to manage symptoms."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Thank you for sharing. It seems like since the ""winter blues"" happens to you every year it may also be impacting your quality of life and possibly relationships. What you report sounds like you may be experiencing Seasonal Affective Disorder (SAD) and is quite common to many from about fall thru winter seasons; but, also can impact folks during the Spring and summer months.The best care and treatment for SAD includes discussing it with your PCP (primary care physician), integrating light therapy (full-spectrum lighting) throughout home and workplace (where possible), psychotherapy, and possibly medications (e.g. Wellbutrin XL, Aplenzin).Be sure to exercise good self-care and checkout the Mayo Clinic's website for SAD here: http://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/basics/definition/con-20021047."
Every winter I find myself getting sad because of the weather. How can I fight this?,Light therapy is very helpful. You are not alone. The name for the condition is Seasonal Affective Disorder (SAD). You might want to see a therapist to assist you putting in place a behavioral program to help change the way you feel.
Every winter I find myself getting sad because of the weather. How can I fight this?,"I am glad that you are getting ahead of this by noticing this seasonal pattern to your depression. Winter depression (seasonal affective) is something that affects a lot of people both people who also deal with other kinds of depression that happens to get worse in the winter as well as people who just deal with depression in the winter. Light affects how our bodies release and absorb neurotransmitters such as serotonin and most believe that a major contributing factor for winter depression is that we get less light when it is colder outside and darker outside. Exposure to light can make a big difference. If you are someone who is awake during the day (not someone who works the night shift :) )---one simple change you can make is keeping your curtains in your bedroom light enough as to let some light in in the morning. This will give you light right off the start of the day and can make it easier to get going in the morning. Beyond this, keeping windows cleared from blinds so that you get that natural light or even taking a short 10 or 15 minute walk each day can get you both light and exercise to help fight off the depression. Outside this, as others have suggested a light box is a popular method of warding off the depression however some of these may expose you to UV light and so this is something to check in with both with the light box manufacturer and with your doctor to make sure you have a good understanding of the risks and benefits for that. Lastly, just making sure you continue to do things that lift your mood, that you have time with other people, and that you reach out if you do find yourself in a space of needing help are all things you can do to ward off the depression. Wishing you well!"
Every winter I find myself getting sad because of the weather. How can I fight this?,"This is actually pretty common. When winter hits, we tend to find ourselves huddled inside from the cold. Not to mention the sun is out for a much shorter time. It will be helpful to get as much sunlight as possible. Get outside when you can. Open up the blinds and drapes. Use a sunlight if you want to (amazon has some for reasonable prices). Stay connected to friends and family. Try to engage in activities that make you feel positive, productive, and connected."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Cold climate is often accompanied by grey skies, snow and
ice. The elements along with wind, windchill and severely cold temperatures may
lead to feelings of sadness, anxiety, and low energy. For some people these
symptoms occur each year from late fall to early spring and may be suffering
from a condition known as Seasonal Affective Disorder (SAD). Whether you have
been diagnosed with SAD or are finding yourself struggling with the “winter
blues” for the first time here are some suggestions for feeling better and
staying healthy.1. Nutrition Most likely you have
heard the term “comfort food.” These foods and snacks are high in
carbohydrates, sugar and fat. Avoid overeating cookies, cakes and candy. Chose
vegetables, fruit and protein for snacks and plan balanced meals. If you find
yourself wanting to eat or snack throughout the day, ask yourself why you are
eating. Are you hungry? Or Are you eating because you are bored?2. AlcoholKeep in mind that alcohol is a depressant so consuming wine,
beer or liquor when already feeling sad, anxious or depressed will only add to
your symptoms. Do not consume alcohol while engaging in outdoor activities such
as snow removal, skiing, or ice fishing. If you find yourself reaching for an
additional glass of wine or beer be mindful and ask whether you are doing it
due to boredom. Instead of mindlessly taking another glass of alcohol, drink a
glass of water. 3. SunlightGet
out in the sunlight or brightly lit spaces, especially early in the day.4. Be activeIf you are unable to go to your favorite gym, exercise class
or go for a run, find a way to stay active in your home. There are a lot of
short, instructional programs available on YouTube that you can follow to do
some gently yoga, dance, or do strengthening exercises using only your body
weight.5.  Reach out for help
Confide in someone you trust about how you are feeling. Do
not hesitate to contact a counselor if you feel that you are becoming more
depressed and anxious. If you experience thoughts of suicide call the National
Suicide Prevention Lifeline at 1-800-273-8255."
Every winter I find myself getting sad because of the weather. How can I fight this?,"First of all, it is excellent that you are self aware and able to identify the pattern to your moods. Many people suffer from the winter blues, which is called Seasonal Affective Disorder.  Some people notice that during the Fall and Winter months, they tend to struggle with signs and symptoms of depression such as sadness or hopelessness, lethargy, sleeping to much or too little, changes in appetite, loss of interest in usual interests, and possibly suicidal thoughts.  It would be best to consult with a therapist experienced in this disorder, as they will be able to guide you towards possible solutions such as changing negative thought patterns, light therapy, exercise, nutritional support, and possibly medication."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Many peope uffer from changes in mood when the winter time comes. The amount of daylight hours decreases significantly. Most times it is dark when you go to work and dark when you return home. There are special lights that can be used during the winter season to counteract the ""winter time blues."" Also, paying attention to self care. Are you sleeping enough, attending to physical illness? Exercising and eating a balanced diet? Make sure to schedule fun activities and spend time with loved ones."
Every winter I find myself getting sad because of the weather. How can I fight this?,"About 3 million people in the United States suffer from seasonal affective disorder. Seasonal affective disorder or seasonal depression occurs during the same season every year. You might have feel feeling depressed the past two winters, but cheered up during the warmer months. Or you may have felt down during the summer.Everyone could get seasonal depression, but it tends to be much more common in :People who have families who have SADWomenIndividuals between 15 and 55 years oldIndividuals who live in an areas where winter daylight time is very shortNo mental health experts are exactly sure of what specifically causes SAD, but many think lack of sunlight is a big trigger. This lack of light could mess up your circadian rhythms or cause problems with serotonin which is the chemical that affects your mood.You might be wondering if you have seasonal depression or SAD. Here are the symptoms:Feeling grumpy, sad , nervous of having mood swingsAnhedonia or lack of pleasure in things you normally loveEating much more or less than usualGaining weightSleeping a lot more than you normally do, but still feeling sluggingDifficulty concentratingIt is so important to look at SAD in a holistic manner before getting diagnosed. In addition to therapy, it's crucial to see your doctor so she or he can run blood tests to rule out any other conditions that may be making you feel blue. One of these common ones is hypothyroidism or low thyroid. At Makin Wellness, we could do the mental heath assessment .TreatmentThere are multiple ways to help treat seasonal depression. Light therapy can be used, but counseling is one of the most effective ways of treating SAD. Cognitive behavioral therapy with a skilled therapist can help you learn more about seasonal depression , how to manage your symptoms and ways to prevent future episodes. Medication can also be prescribed and taken to help alleviate some or your symptoms. Antidepressants such as Zoloft, Effexor and Wellbutrin are most commonly prescribed for SAD. Be sure to talk with your doctor and therapist about any side effects from your medication."
Every winter I find myself getting sad because of the weather. How can I fight this?,"One theory is that instead of ""fighting"" your feelings, accept your sad feelings and work with them.   Feeling sad may open many doors to reflect and make peace with the source of your sadness.Also, I believe fighting against the natural cycle of rest and hibernation may not even be possible to succeed.   Winter for most creatures is a time of withdrawal and slowdown.  Our bodies and moods are part of nature as well.  Fighting what is part of nature seems like a tiring fight which the person will lose.Last point, there are the winter holidays to break up the dark and cold of winter.   Maybe you can invent some of your own winter celebrations so you'll have a few gatherings to look forward to hosting."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Sometimes its quite literally the lack of sunshine that can affect our mood - in these cases it can be worth experimenting with a sun lamp, to boost your dose of vitamin D, when the sun isn't naturally out. Also consider, what is it that the change in weather, changes in your life? If for example, when its sunny you are an outdoorsy, active person and when the weather changes, you're whole activity level changes along with it, you could explore how to get some of that activity replicated indoors in the winter months."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Change your total daily routine, different route, different lunch, different afternoon.  Sit outside for 10 minutes three times every day, use a therapy light during the day, aroma-therapy oils for stimulation, but....keep your routine bedtimes and wake up times......and exercise at least 3 times per week,  if after several weeks you are not feeling better....talk with your doctor."
Every winter I find myself getting sad because of the weather. How can I fight this?,"Seasonal depression can be difficult due to the weather being a primary trigger. Understanding that we have very little control over the weather, therefore we can focus on the things we can change. Exercising, meditation, guided imagery, and deep breathing can be beneficial to combat seasonal depression. It may help to join a support group and seek out therapy to assist you on this healing journey."
Every winter I find myself getting sad because of the weather. How can I fight this?,"There can be lots of different factors contributing to this. Here are some possible tips:Consider if you know anything about what specifically is making you feel sad? If you're looking for activities because you cannot participate in what you like to do in the warmer months, consider finding some indoor winter activitiesConnect with others. One idea is to join a group (such as a book club) that meets regularly. This could give you something to look forward to regardless of the colder weather.Enjoy the sunshine from indoors. You may notice that sometimes looks are deceiving women is bright and sunny outside, but is also quite cold when you open the door. If you are staying inside for the day, consider allowing yourself to enjoy the sunlight without specifically considering that it is also cold.Consider using a light box. Certain types of light boxes are designed to help with the ""winter blues."" You can find more information here: http://www.mayoclinic.org/tests-procedures/light-therapy/home/ovc-20197416Recently, one of the nurse practitioners that I work with has been checking a lot of vitamin D and vitamin B12 levels and she says the lower levels of these vitamins can contribute to feelings of less motivation or energy than is desired.Each of us has days when we are not thrilled about the weather and may be feeling sort of ""bummed"" or ""down."" If you find yourself having these days frequently or for several consecutive days in the above strategies are not helping, consider talking with a therapist about more specific strategies that may be of help to you. Also, because  if everything you would see is likely to live in your area, they would be familiar with the weather patterns where you are and may have some tips that they use for themselves or With other clients."
"I am going through a divorce. He is extremely angry. He refuses to physically assist me with our teenager daughter. I have no extended family support. Often times, I feel overwhelmed, tired, and joyless. I feel out of control, sad and depressed on a daily basis. I am just going through the motions of life every day. I am in my mid-50s. I have almost 29 years on my job. How can I handle this?","Going through a divorce is often a very low point for the people involved.Are you surprised that your soon to be ex doesn't help with your teenage daughter?Usually patterns and dynamics in parenting are not  sudden developments.Is it possible that what you're feeling now is more intensity to the stress of parenting by yourself, not that this is a sudden problem?This is relevant because you may be more familiar and more capable than you're giving yourself credit.  The lack of emotional support is definitely stressful.Your parenting skills may still be at the level at which they were prior to the divorce.Take your emotional weariness seriously and reflect on the various ways of stress relief which are available and interest you.Give yourself extra time to rest, nurture yourself and be flexible in finding what feels right for stabilizing yourself.Since you talk about your daughter and help in physical ways, if it is a matter of strength that you need, talk with your attorney so that the child custody agreement includes whatever is physically necessary in the way of strength, in taking care of your daughter.The Courts are very good at making effort that the custody agreement offers proper care to the kids."
"I am going through a divorce. He is extremely angry. He refuses to physically assist me with our teenager daughter. I have no extended family support. Often times, I feel overwhelmed, tired, and joyless. I feel out of control, sad and depressed on a daily basis. I am just going through the motions of life every day. I am in my mid-50s. I have almost 29 years on my job. How can I handle this?","You are in the midst of a really hard time and it sounds like you have no help at all.  Search out a local support group through community counseling type centers.  If you can't find a group, at least get in to see a therapist who can help you manage stress and upset better.  Your sadness, depression and out-of-control feelings don't mean there is something wrong with you - they just mean that your circumstances are too big for your current resources to handle, so get some help. Take care of YOU and you'll be able to get through this."
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","If you are a people-pleaser type or a natural caretaker, you can slowly ""lose yourself"" over time if you are always tending to the needs of others and neglecting yourself.  If this sounds like a familiar pattern for you, this may have happened without you even realizing it if you were raised in a family where you had to pick up the slack alot.  Maybe your parents were addicts or they might have even just worked all the time and you learned to ""take care of everything"" because that is what you had to do to help the family run smoothly. Over time, a person who grows up in this type of environment learns that you put the needs of others before your own.  You might also be stuck in these types of patterns in intimate relationships as well; if you completely give yourself over to your significant other and you don't create a life for yourself with your own interests and supportive friends, you are at risk of losing what is unique and amazing about you.  If you grew up in a family where you learned this role out of survival or because it was needed to take care of your family, it's easy to re-create this in adult relationships.In both scenarios, if there is no awareness that this ""self sacrifice at the expense of others"" is going on, your identity is shaped around being a caretaker/enabler/people-pleaser and down the road it can lead to depression, low self esteem, and a confused sense of self.  Basically, you spend so much time helping other people that you don't make time for yourself or create a life of fulfillment.  Before you realize it, you have been living a life for others instead of yourself and you have no idea who YOU are.  Supporting loved ones and friends is important and certainly admirable, but if you are always that person that rescues, those that rely on you begin to take advantage of you and they will suck you dry if you let them.  In conclusion, learning to set boundaries with those in your life that are too needy becomes a really important part of the process when you begin to recognize that you are unhappy and unfulfilled in life.  It sounds like you may be at that crossroads right now.  Take one small step at at a time.  Identify the worst offenders in your life that suck time and energy, and limit your contact and/or set some strong boundaries with those people so you can refocus and do some soul-searching.  Meanwhile, engage in pleasurable activities with people you enjoy being with, get yourself outside in the fresh air, get some good sleep, and eat some nourishing food!"
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","Give yourself credit for what you already know.For instance, you do know that you're unsure about your life direction. Take off any pressure on yourself to decide an answer in a certain amount of time.  Inner reflection work takes time and has its own course.   Trust that answers will show once you've done the work to understand yourself and circumstance, and the relationships in your life.From what you describe, your interest is in a broad scope life change. One direction is to start with only one specific part of your life you would like to change.  By examining one area in detail you will gain self-trust and confidence in handling your life.   And, you will have clarity as to which area to change first."
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","Thank you for sharing! It can be very disorienting not to know what you want and where you are headed. Sometimes we are so focused on something we haven't achieved yet or on comparing ourselves to others that we lose touch with what we actually want and need. At times like this, it's important to go back to basics. Try out this simple exercise, take a few minutes to write down all your present responsibilities. For example: make meals, complete homework...etc.  Then in the column next to it, write down the things that you do for yourself to recharge yourself and to enjoy your time. Is your list of responsibilities way longer than your list of stuff you do for yourself? It is easy to get lost in the sea of responsibilities and disconnect from what you want and need. To fix that, write another list of things that you enjoyed doing in the past for yourself and start incorporating them into your schedule on a regular basis. This will help you re-connect with yourself, and bring focus and clarity to your life."
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.",Check this blog out:  Four-ways-add-self-esteem-friends-listHope you find a few nuggets of helpfulness in this.
"I just don't know what I want in life anymore. I'm can't figure out what it is that is keeping me distracted and unfocused. I can't put things into perspective at all. I'm just stuck, and I'm disappointed with my lack of accomplishments.","It sounds as if you would benefit from talking with a local mental health professionals so you can discuss some details.Having said that, I wonder if you could consider how you would define yourself to someone who doesn't know you. For example, honest, adaptable, fun-loving, dependable, compassionate, open-minded, dedicated, etc. If you're looking for a list of adjectives, try these: https://www.englishclub.com/vocabulary/adjectives-personality-positive.htm . There is a list of negative ones here too. If you're going to use those, try to use three positive ones for each of the negative ones. You could also try asking yourself what you love about yourself and/or what others love about you. Sometimes it's easier to consider what others see as our positive points and if this is difficult for you, try asking someone who you trust to help you with the list.The idea here is to look at your relationship with yourself. I don't mean this in a way that you would be talking to yourself and receiving answers, but rather looking at yourself in a way that you deserve the same kind of loving and compassion that you give to others or want others to have.I'm also curious as to whether you are eating and sleeping okay, as these things can really affect your focus and many other changes, such as differences in your emotions. Also, you saying that you are struggling to put things into perspective leads me to believe that you are going through some things right now that are not typical for you, if so, consider from whom you have support and the ability to talk about what you are going through.Consider Metta meditation here to help give yourself loving kindness: http://www.mettainstitute.org/mettameditation.html"
"I'm not suicidal and wouldn't take my own life, but sometimes, I've wished for an accident to occur and take it. I feel like I just shouldn't be here and wish I wouldn't have been born so I didn't have to go through life. For me, it's a chore, but I don't know if that's normal or a sign of something.","Sounds like a sign of great unhappiness, or sadness, or insecurity.The real way you'll find out what this feeling is about is to ask yourself your own question.  Inside you are the only one who will feel when you discover the true answer to your question.Everyone feels some amount of discontent in their lives once in a while. Its normal to not feel entirely happy all the time.Try to accept your unhappiness as motivation to learn more about who you are, what you like, whom you like.Study yourself bc this way you increase the chance to find a road which feels right and happy."
"I can't even smile or fake one. I can't feel happiness about anything and I can't show love towards another person not even my girlfriend. I hate myself sometimes. All I see is ugly.
   I can't get over the loss of a loved one and I'm not close to my family. What can I do?","Trust and believe your own feelings.Emotions are real and reflect how someone feels about a situation.Since you're sad about losing a loved one, be patient w your feelings about this.  Basically, be guided by how you feel and eventually you will feel different emotions which I hope will be happier ones."
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"You're probably not going to like my answer.Your question says a lot about what YOU want rather than what she wants or what may be best for her. Sometimes, what's best for a person is the hardest thing to do, and may be completely opposite of what YOU want.Addictions don't happen in a vacuum. If you've had any experience with addicts at all, then I'm sure you've heard the term ""enabler"". A lot of the times, when people think they're ""helping"", they're actually enabling the addict to continue their self-destructive behavior. Tough love and clear boundaries are needed in a lot of situations, but especially with addictions. Family and friends are often the biggest contributing factor to someone choosing to use/drink, continuing to do so, or relapsing back into it.You said she recently quit. You said she is depressed. She wants to move. When a person receives counseling for addictions, they are encouraged to make changes like this. They need to break the habit, and this means removing people from their lives at times. It means moving to new locations. Anything that may trigger a relapse needs to be identified and removed. Not only that, but the addict needs to do a lot of personal reflection to figure out WHY they use/drink in the first place, and not only break the physical addiction to it, but deal with whatever is the root cause that led them to use in the first place. She may need some time alone to figure out who she is as a person, time to make some decisions for herself and do what she needs to do to be healthy.Don't pressure her to stay. Let her have the freedom to do what she needs to do. If she stays, the decision needs to be hers and hers alone. It doesn't need to be made under pressure. That will only lead to resentment. Support her, but don't try to change her or make her do anything, especially for selfish reasons. Let her go. It sounds like she needs some time to focus on herself right now. It wouldn't be a bad idea for you to do the same."
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"I would say talk to her about her depression. The best thing you can do is let her know that you are there for her as a support system. I would encourage her to talk more if it helps and encourage her to get move involved in doing activities she likes to do. Also, getting connected in a community of people is important to help with feeling depressed. Encourage her to speak with a therapist or counselor to address her depression as she has made a major change in her life by deciding to stop drinking. She may believe moving is the best to help with this. You can share with her that you want her to stay and express to her how you feel. Ultimately, you will have to respect her boundaries and the decision she chooses to make. She may want to move and this may be what she feels is best for her life. If she does choose to move that will be her decision. It sounds like she is trying to do what is going to make her happy. Maybe staying in the city she is currently in is causing her more feelings of sadness."
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"People often have very different values and opinions when they are drinking excessively and when they stop drinking so much.Did the two of you share drinking as an activity?  If yes, then did you stop drinking too?Often when partners meet each other as drinking buddies when one gets sober, the relationship ends.  Once the terms of any relationship changes, one possibility is that it dissolves.The best way to go is to start the conversation of what you genuinely want.  This is the only way she'll really know your thoughts.Ask her to give serious consideration and discussion over at least a few weeks or months, to moving away from you.  This is a fair request since you are in a relationship.If she's changed so much by giving up drinking, which is possible, that she no longer wants to be in relationship to you, then you are better off being without a drinking gf, even if the truth she delivers is a hurtful one."
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"After stopping the abuse of alcohol, depressive symptoms are common. She may benefit from exploring why she wants to move and see if she would still want to move if she did not feel depressed. 12 step meetings can also be helpful."
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"You should start by speaking with her about what has her so down. Have their been some significant events in her life that have affected her? Have their been significant events in your relationship that can be affecting  you both? If she just stopped drinking, she may be struggling to finding an alternative and healthier behavior. This is something the two of you can explore together. Also, if need be perhaps she can speak to a therapist to discuss her feelings about quitting alcohol. It sounds like you really care and right now she could use all the support she can get despite her pushing you away."
"I'm a teenager. My dad has been jail for the last five years. It's tough, but my mom really tries to give a normal life to my two sisters, my brother, and I. I feel like I took upon a parent role when I'm the second youngest, and I'm not stable. My mother and sisters say I'm overdramatic. I’m just so hurt, and I keep breaking down.","Each person handles themselves differently in any situation.Since you are willing to speak about how you feel, keep looking for blogs and forums on whatever topics you feel most describe your current circumstance.Your mother and sister, even though they are family seem to prefer the opposite method to yours.Find your own path of supportive other people and possibly a therapist.This way you’ll have understanding and validation which your mom and sister don’t want to give you right now."
"I'm a teenager. My dad has been jail for the last five years. It's tough, but my mom really tries to give a normal life to my two sisters, my brother, and I. I feel like I took upon a parent role when I'm the second youngest, and I'm not stable. My mother and sisters say I'm overdramatic. I’m just so hurt, and I keep breaking down.","It sounds like you have a lot of weight on your shoulders.I'm not sure what you mean when you say you're not stable and you are breaking down. If you are crying because you're sad, that is okay. If you are crying a lot or having trouble eating or sleeping, that's different than just crying sometimes because you are sad. It may be helpful to talk with a local mental health professional in your area. They can help you to figure out what you could do differently to have the role in your family that you would like while also supporting yourself and what you want."
"I'm in my mid 20s with a husband and children. I love my family, but I feel like I've lost my identity, and I don't know who I am other than a mom and wife. At times, all I can think is what I gave up and how I feel unhappy and trapped, but I know I'd feel like worse without them. I loathe myself at times. I have an amazing life, so why can't I just enjoy it?","Good for you on being sensitive to your human need for personal evolution.Wife and mother are meaningful positions.  And in your case, in order to feel your own growth, other areas of who you are would like your attention.Give yourself time to allow your interest to wander in order to find the area of growth which will satisfy you.Just like you know now that you'd like more than your current situation, trust yourself to know you will also know when you've arrived at another road you'd like to take for your own happiness."
